product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,month_year_dt,product_id_encoded,product_category_encoded,price_to_comp1_ratio,price_to_comp2_ratio,price_to_comp3_ratio,avg_competitor_price,price_vs_avg_comp,total_freight,avg_competitor_score,price_per_gram,demand_indicator
garden5,garden_tools,01-10-2017,14,1386.0,45.77642857,99.0,36,450,1,9000,4.1,146,22,9,2,10,2017,13.33333333,19656,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,99.0,2017-10-01,27,5,1.625615763546798,1.625615763546798,1.625615763546798,59.9,39.1,52.475547979999995,4.133333333333334,0.010998777913565159,2044
garden5,garden_tools,01-11-2017,17,1683.0,32.86352941,99.0,36,450,1,9000,4.1,339,22,8,4,11,2017,16.19047619,19656,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,99.0,2017-11-01,27,5,1.8536915196715944,1.8115848794421143,1.8070404170685497,53.28031332666666,45.71968667333334,51.41884185000001,4.133333333333334,0.010998777913565159,5763
garden5,garden_tools,01-12-2017,11,1089.0,38.05545455,99.0,36,450,1,9000,4.1,184,21,10,1,12,2017,10.47619048,19656,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,99.0,2017-12-01,27,5,1.7647058823529411,1.7545414266725743,1.7444933920704846,55.425000000000004,43.574999999999996,52.21125556999999,4.133333333333334,0.010998777913565159,2024
garden5,garden_tools,01-01-2018,4,398.0,41.54,99.5,36,450,1,9000,4.1,137,23,8,2,1,2018,50.0,19656,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,99.0,2018-01-01,27,5,1.9548133595284873,1.9548133595284873,1.9548133595284873,49.9,49.6,51.841162690000004,4.133333333333334,0.011054327296967004,548
garden5,garden_tools,01-02-2018,2,202.0,43.555,101.0,36,450,1,9000,4.1,160,20,8,2,2,2018,25.0,19656,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,99.5,2018-02-01,27,5,1.9594467739029942,1.9460500963391136,1.9666203058711198,50.60076805,50.39923195,52.4128579,4.133333333333334,0.011220975447172536,320
garden5,garden_tools,01-03-2018,1,101.0,67.02,101.0,36,450,1,9000,4.1,116,22,9,1,3,2018,9.107142857,19656,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,101.0,2018-03-01,27,5,1.8397085610200365,1.8397085610200365,1.8397085610200365,53.9,47.1,61.23676533,4.133333333333334,0.011220975447172536,116
garden5,garden_tools,01-04-2018,1,101.0,79.76,101.0,36,450,1,9000,4.1,111,21,9,1,4,2018,7.678571429,19656,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,101.0,2018-04-01,27,5,1.8397085610200365,1.8397085610200365,1.8397085610200365,53.9,47.1,43.82162923999999,4.133333333333334,0.011220975447172536,111
consoles1,consoles_games,01-07-2017,13,258.7,13.47307692,19.9,49,100,4,150,4.2,13,21,10,1,7,2017,7.59180791,2304,19.9,4.2,13.47307692,19.9,3.9,11.85,19.9,4.2,13.47307692,19.85,2017-07-01,11,2,0.9521531100478469,0.9521531100478469,0.9521531100478469,19.9,0.0,38.79615384,4.1000000000000005,0.13178807947019866,169
consoles1,consoles_games,01-08-2017,24,477.6,16.16375,19.9,49,100,4,150,4.2,33,23,8,1,8,2017,20.33898305,2304,19.9,4.2,16.16375,19.9,3.9,15.83272727,19.9,4.2,16.16375,19.9,2017-08-01,11,2,0.9521531100478469,0.9521531100478469,0.9521531100478469,19.9,0.0,48.16022727,4.1000000000000005,0.13178807947019866,792
consoles1,consoles_games,01-09-2017,9,179.1,16.13333333,19.9,49,100,4,150,4.2,17,21,9,1,9,2017,7.627118644,2304,19.9,4.2,16.13333333,19.9,3.9,15.41111111,19.9,4.2,16.13333333,19.9,2017-09-01,11,2,0.9521531100478469,0.9521531100478469,0.9521531100478469,19.9,0.0,47.67777777,4.1000000000000005,0.13178807947019866,153
consoles1,consoles_games,01-10-2017,28,603.2,13.53428571,21.54285714,49,100,4,150,4.2,38,22,9,2,10,2017,23.72881356,2304,21.54285714,4.2,13.53428571,20.66666667,3.9,12.80333333,21.54285714,4.2,13.53428571,19.9,2017-10-01,11,2,0.9556400506914626,0.994285714000879,0.9556400506914626,21.250793650000002,0.29206348999999676,39.87190475,4.1000000000000005,0.14266792807947018,1064
consoles1,consoles_games,01-11-2017,28,686.0,13.64535714,24.5,49,100,4,150,4.2,49,22,8,4,11,2017,23.72881356,2304,24.5,4.2,13.64535714,24.5,3.9,13.65217391,24.5,4.2,13.64535714,21.54285714,2017-11-01,11,2,0.9607843137254902,0.9607843137254902,0.9607843137254902,24.5,0.0,40.94288819,4.1000000000000005,0.16225165562913907,1372
consoles1,consoles_games,01-12-2017,16,392.0,12.87375,24.5,49,100,4,150,4.2,30,21,10,1,12,2017,13.55932203,2304,24.5,4.2,12.87375,24.5,3.9,13.52470588,24.5,4.2,12.87375,24.5,2017-12-01,11,2,0.9607843137254902,0.9607843137254902,0.9607843137254902,24.5,0.0,39.27220588,4.1000000000000005,0.16225165562913907,480
consoles1,consoles_games,01-02-2018,5,162.5,15.256,32.5,49,100,4,150,4.2,6,20,8,2,2,2018,20.83333333,2304,32.5,4.2,15.256,32.5,3.9,11.85,32.5,4.2,15.256,32.45,2018-02-01,11,2,0.9701492537313433,0.9701492537313433,0.9701492537313433,32.5,0.0,42.362,4.1000000000000005,0.2152317880794702,30
consoles1,consoles_games,01-03-2018,6,195.0,18.05666667,32.5,49,100,4,150,4.2,13,22,9,1,3,2018,25.0,2304,32.5,4.2,18.05666667,32.74285714,3.9,14.02714286,32.5,4.2,18.05666667,32.5,2018-03-01,11,2,0.9701492537313433,0.9631668078715637,0.9701492537313433,32.58095238,-0.08095237999999938,50.140476199999995,4.1000000000000005,0.2152317880794702,78
consoles1,consoles_games,01-04-2018,7,245.4,12.98571429,35.05714286,49,100,4,150,4.2,13,21,9,1,4,2018,29.16666667,2304,35.05714286,4.2,12.98571429,34.2,3.9,15.015,35.05714286,4.2,12.98571429,32.5,2018-04-01,11,2,0.9722662440592499,0.9959415585227271,0.9722662440592499,34.77142857333333,0.28571428666666776,40.98642858,4.1000000000000005,0.2321665090066225,91
consoles1,consoles_games,01-05-2018,3,108.6,15.87,36.2,49,100,4,150,4.2,3,23,8,3,5,2018,12.5,2304,36.2,4.2,15.87,36.2,4.2,15.87,36.2,4.2,15.87,35.05714286,2018-05-01,11,2,0.9731182795698925,0.9731182795698925,0.9731182795698925,36.2,0.0,47.61,4.2,0.23973509933774836,9
consoles1,consoles_games,01-06-2018,2,72.4,18.35,36.2,49,100,4,150,4.2,2,21,9,0,6,2018,8.333333333,2304,36.2,4.2,18.35,36.2,4.2,18.35,36.2,4.2,18.35,36.2,2018-06-01,11,2,0.9731182795698925,0.9731182795698925,0.9731182795698925,36.2,0.0,55.050000000000004,4.2,0.23973509933774836,4
consoles1,consoles_games,01-07-2018,1,36.2,22.18,36.2,49,100,4,150,4.2,1,22,9,1,7,2018,7.59180791,2304,36.2,4.2,22.18,36.2,4.2,22.18,36.2,4.2,22.18,36.2,2018-07-01,11,2,0.9731182795698925,0.9731182795698925,0.9731182795698925,36.2,0.0,66.53999999999999,4.2,0.23973509933774836,1
garden7,garden_tools,01-04-2017,1,59.9,17.16,59.9,57,339,2,1800,4.2,17,20,10,2,4,2017,7.879612825,32560,59.9,4.2,17.16,59.9,4.2,17.16,59.9,4.2,17.16,59.85,2017-04-01,29,5,0.9835796387520526,0.9835796387520526,0.9835796387520526,59.9,0.0,51.480000000000004,4.2,0.03325930038867296,17
garden7,garden_tools,01-05-2017,1,59.9,13.44,59.9,57,339,2,1800,4.2,34,23,8,1,5,2017,8.756805808,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,13.44,59.9,2017-05-01,29,5,0.9835796387520526,0.9835796387520526,0.9835796387520526,59.9,0.0,59.419166669999996,4.166666666666667,0.03325930038867296,34
garden7,garden_tools,01-07-2017,4,239.6,17.67,59.9,57,339,2,1800,4.2,74,21,10,1,7,2017,8.711433757,32560,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85,2017-07-01,29,5,0.9835796387520526,0.9835796387520526,0.9835796387520526,59.9,0.0,48.13031521,4.133333333333334,0.03325930038867296,296
garden7,garden_tools,01-08-2017,6,359.4,16.26,59.9,57,339,2,1800,4.2,113,23,8,1,8,2017,11.31276467,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9,2017-08-01,29,5,0.9835796387520526,0.9835796387520526,0.9835796387520526,59.9,0.0,53.89385358,4.133333333333334,0.03325930038867296,678
garden7,garden_tools,01-09-2017,5,299.5,16.782,59.9,57,339,2,1800,4.2,115,21,9,1,9,2017,8.620689655,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9,2017-09-01,29,5,0.9835796387520526,0.9835796387520526,0.9835796387520526,59.9,0.0,50.29340712,4.133333333333334,0.03325930038867296,575
garden7,garden_tools,01-10-2017,11,658.9,14.80727273,59.9,57,339,2,1800,4.2,146,22,9,2,10,2017,18.96551724,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9,2017-10-01,29,5,0.9835796387520526,0.9835796387520526,0.9835796387520526,59.9,0.0,52.475547979999995,4.133333333333334,0.03325930038867296,1606
garden7,garden_tools,01-11-2017,20,1043.6,16.016,51.32222222,57,339,2,1800,4.2,339,22,8,4,11,2017,34.48275862,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9,2017-11-01,29,5,0.9609653343425765,0.9391369874052535,0.936781109548622,53.28031332666666,-1.9580911066666573,51.41884185000001,4.133333333333334,0.028496514280955024,6780
garden7,garden_tools,01-12-2017,10,571.8,18.103,56.97777778,57,339,2,1800,4.2,184,21,10,1,12,2017,17.24137931,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,51.32222222,2017-12-01,29,5,1.015646662745098,1.009796681967213,1.0040137053744493,55.425000000000004,1.5527777799999924,52.21125556999999,4.133333333333334,0.03163674501943364,1840
garden7,garden_tools,01-01-2018,11,548.9,21.98272727,49.9,57,339,2,1800,4.2,137,23,8,2,1,2018,19.29824561,32560,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,56.97777778,2018-01-01,29,5,0.9803536345776032,0.9803536345776032,0.9803536345776032,49.9,0.0,51.841162690000004,4.133333333333334,0.02770682953914492,1507
garden7,garden_tools,01-02-2018,8,411.2,14.08375,51.4,57,339,2,1800,4.2,160,20,8,2,2,2018,14.03508772,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9,2018-02-01,29,5,0.9971838037486525,0.9903660886319846,1.0008344922948074,50.60076805,0.7992319499999994,52.4128579,4.133333333333334,0.028539700166574124,1280
garden7,garden_tools,01-03-2018,3,161.7,21.35,53.9,57,339,2,1800,4.2,116,22,9,1,3,2018,5.263157895,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,51.4,2018-03-01,29,5,0.9817850637522769,0.9817850637522769,0.9817850637522769,53.9,0.0,61.23676533,4.133333333333334,0.029927817878956136,348
garden7,garden_tools,01-04-2018,8,431.2,19.56375,53.9,57,339,2,1800,4.2,111,21,9,1,4,2018,7.879612825,32560,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9,2018-04-01,29,5,0.9817850637522769,0.9817850637522769,0.9817850637522769,53.9,0.0,43.82162923999999,4.133333333333334,0.029927817878956136,888
garden7,garden_tools,01-05-2018,9,477.1,16.46,52.9,57,339,2,1800,4.2,102,23,8,3,5,2018,8.756805808,32560,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9,2018-05-01,29,5,0.972155705209364,0.9669248846638792,0.97858046922528,53.39419002333333,-0.4941900233333314,37.243380540000004,4.133333333333334,0.02937257079400333,918
garden7,garden_tools,01-06-2018,5,249.5,23.122,49.9,57,339,2,1800,4.2,58,21,9,0,6,2018,8.771929825,32560,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,52.9,2018-06-01,29,5,0.9803536345776032,0.9803536345776032,0.9803536345776032,49.9,0.0,66.02116667,4.133333333333334,0.02770682953914492,290
garden7,garden_tools,01-07-2018,6,299.4,20.99,49.9,57,339,2,1800,4.2,54,22,9,1,7,2018,8.711433757,32560,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9,2018-07-01,29,5,0.9801610685523473,0.9803536345776032,0.9803536345776032,49.903333333333336,-0.003333333333337407,82.6447619,4.133333333333334,0.02770682953914492,324
garden7,garden_tools,01-08-2018,7,349.3,24.48142857,49.9,57,339,2,1800,4.2,46,23,8,1,8,2018,11.31276467,32560,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9,2018-08-01,29,5,0.9801610685523473,0.9803536345776032,0.9803536345776032,49.903333333333336,-0.003333333333337407,89.09033332999999,4.133333333333334,0.02770682953914492,322
health9,health_beauty,01-02-2017,11,219.89,11.75090909,19.99,48,575,1,100,4.3,19,20,8,2,2,2017,14.94444444,4500,19.99,4.3,11.75090909,19.99,4.3,11.75090909,64.99,3.9,15.348,19.94,2017-02-01,41,6,0.9523582658408766,0.9523582658408766,0.30292468555841795,34.99,-15.000000000000004,38.84981818,4.166666666666667,0.1979207920792079,209
health9,health_beauty,01-03-2017,9,179.91,13.81888889,19.99,48,575,1,100,4.3,25,23,8,1,3,2017,9.142857143,4500,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,19.99,2017-03-01,41,6,0.9523582658408766,0.2196944719199912,0.30292468555841795,58.32333333333332,-38.33333333333333,44.101111110000005,4.1,0.1979207920792079,225
health9,health_beauty,01-04-2017,13,259.87,18.03846154,19.99,48,575,1,100,4.3,23,20,10,2,4,2017,5.777777778,4500,19.99,4.3,18.03846154,19.99,4.3,18.03846154,64.99,3.9,15.16888889,19.99,2017-04-01,41,6,0.9523582658408766,0.9523582658408766,0.30292468555841795,34.99,-15.000000000000004,51.24581197,4.166666666666667,0.1979207920792079,299
health9,health_beauty,01-05-2017,16,319.84,14.8475,19.99,48,575,1,100,4.3,41,23,8,1,5,2017,9.805555556,4500,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,19.99,2017-05-01,41,6,0.9523582658408766,0.2196944719199912,0.30292468555841795,58.32333333333332,-38.33333333333333,45.75770833,4.1,0.1979207920792079,656
health9,health_beauty,01-06-2017,21,419.79,12.68333333,19.99,48,575,1,100,4.3,53,22,8,1,6,2017,7.345238095,4500,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,19.99,2017-06-01,41,6,0.9523582658408766,0.2196944719199912,0.33428359836967736,56.25984127,-36.26984127,40.74999999,4.1,0.1979207920792079,1113
health9,health_beauty,01-07-2017,29,579.71,11.13517241,19.99,48,575,1,100,4.3,61,21,10,1,7,2017,9.123015873,4500,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,19.99,2017-07-01,41,6,0.9523582658408766,0.2196944719199912,0.3317475244602673,56.41222222333332,-36.42222222333332,41.25199594,4.1,0.1979207920792079,1769
health9,health_beauty,01-08-2017,28,651.72,14.27678571,23.39740741,48,575,1,100,4.3,82,23,8,1,8,2017,8.007936508,4500,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,19.99,2017-08-01,41,6,0.9590120383205094,0.257142624574129,0.39002179379896645,57.45913580333333,-34.06172839333333,43.92825036,4.1,0.2316574991089109,2296
health9,health_beauty,01-09-2017,24,575.76,16.12,23.99,48,575,1,100,4.3,89,21,9,1,9,2017,10.66666667,4500,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,23.39740741,2017-09-01,41,6,0.959983993597439,0.2636553467414002,0.39989998333055504,57.656666666666666,-33.66666666666667,45.723485710000006,4.1,0.2375247524752475,2136
health9,health_beauty,01-10-2017,27,647.73,13.13666667,23.99,48,575,1,100,4.3,81,22,9,2,10,2017,12.0,4500,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,23.99,2017-10-01,41,6,0.959983993597439,0.2636553467414002,0.39989998333055504,57.656666666666666,-33.66666666666667,48.764846500000004,4.1,0.2375247524752475,2187
health9,health_beauty,01-11-2017,28,671.72,12.37535714,23.99,48,575,1,100,4.3,139,22,8,4,11,2017,12.44444444,4500,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,23.99,2017-11-01,41,6,0.959983993597439,0.2636553467414002,0.39989998333055504,57.656666666666666,-33.66666666666667,45.07740843,4.1,0.2375247524752475,3892
health9,health_beauty,01-12-2017,19,455.81,12.45684211,23.99,48,575,1,100,4.3,112,21,10,1,12,2017,8.444444444,4500,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,23.99,2017-12-01,41,6,0.959983993597439,0.2636553467414002,0.39989998333055504,57.656666666666666,-33.66666666666667,44.683801169999995,4.1,0.2375247524752475,2128
health9,health_beauty,01-01-2018,19,455.81,11.28736842,23.99,48,575,1,100,4.3,98,23,8,2,1,2018,33.92857143,4500,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,23.99,2018-01-01,41,6,0.959983993597439,0.2636553467414002,0.39989998333055504,57.656666666666666,-33.66666666666667,48.77670175,4.1,0.2375247524752475,1862
health9,health_beauty,01-02-2018,14,335.86,12.55,23.99,48,575,1,100,4.3,126,20,8,2,2,2018,14.94444444,4500,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,23.99,2018-02-01,41,6,0.959983993597439,0.2636553467414002,0.39989998333055504,57.656666666666666,-33.66666666666667,48.43264706,4.1,0.2375247524752475,1764
